birthday,wanted_annualpay,annualpay
46,250,200
25,250,200
28,300,200
43,300,200
42,250,200
27,250,200
42,250,200
25,250,200
46,250,200
30,350,200
41,350,200
44,250,200
24,200,200
38,300,200
34,250,200
23,400,200
46,200,200
25,300,200
42,250,200
25,250,200
28,400,200
50,300,200
46,200,200
34,200,200
46,200,200
24,350,200
33,300,200
37,350,200
41,200,200
43,500,200
44,300,200
61,200,200
44,400,200
35,200,200
45,350,200
24,350,200
40,650,200
43,750,200
29,350,200
41,200,200
23,650,200
54,200,200
29,400,200
45,200,200
44,200,200
37,250,200
30,350,200
32,300,200
43,600,200
38,400,200
29,250,200
40,200,200
25,300,200
33,250,200
48,350,200
31,250,200
21,650,200
39,200,200
25,450,200
40,300,200
26,300,200
45,250,200
43,450,200
33,250,200
27,350,200
43,250,200
35,300,200
32,400,200
26,350,200
30,250,200
22,250,200
24,350,200
47,200,200
35,650,200
43,250,200
34,500,200
35,200,200
35,300,200
45,350,200
42,250,200
45,250,200
49,200,200
24,300,200
32,200,200
36,300,200
49,200,200
30,250,200
38,200,200
47,800,200
25,250,200
24,350,200
35,350,200
31,250,200
46,250,200
43,500,200
32,250,200
21,200,200
29,300,200
33,400,200
28,200,200
46,200,200
40,200,200
25,200,200
47,200,200
25,300,200
26,250,200
22,300,200
24,200,200
43,200,200
48,350,200
44,400,200
40,250,200
27,300,200
34,400,200
27,200,200
44,350,200
25,250,200
28,300,200
45,200,200
43,200,200
37,350,200
26,350,200
33,550,200
39,200,200
24,300,200
28,350,200
42,200,200
42,200,200
30,400,200
34,350,200
46,200,200
48,200,200
37,400,200
45,200,200
25,250,200
48,250,200
42,300,200
44,250,200
24,350,200
45,250,200
46,400,200
43,300,200
34,200,200
31,250,200
26,250,200
25,350,200
35,200,200
36,650,200
24,250,200
25,350,200
29,200,200
47,250,200
40,650,200
41,200,200
45,400,200
50,200,200
22,300,200
30,200,200
46,200,200
40,300,200
23,200,200
30,400,200
35,650,200
38,200,200
40,250,200
39,200,200
23,200,200
27,400,200
23,250,200
23,250,200
35,300,200
48,400,200
45,200,200
43,200,200
25,200,200
39,200,200
31,200,200
40,200,200
28,250,200
45,250,200
32,350,200
41,200,200
46,200,200
24,350,200
33,250,200
48,200,200
30,250,200
26,200,200
42,200,200
44,350,200
30,550,200
34,400,200
38,350,200
23,250,200
27,250,200
47,200,200
29,400,200
40,200,200
46,300,200
40,200,200
26,200,200
32,350,200
28,400,200
25,200,200
42,300,200
49,250,200
37,300,200
56,200,200
44,300,200
21,250,200
27,250,200
32,200,200
40,250,200
33,2000,200
44,200,200
23,450,200
41,400,200
25,250,200
23,250,200
38,200,200
27,650,200
32,200,200
31,350,200
37,250,200
42,300,200
32,300,200
46,250,200
42,250,200
32,400,200
48,250,200
28,300,200
21,300,200
46,200,200
24,250,200
33,200,200
29,300,200
42,200,200
49,200,200
39,250,200
38,200,200
40,950,200
47,650,200
51,200,200
45,250,200
43,350,200
23,300,200
43,400,200
47,200,200
35,200,200
36,300,200
28,300,200
44,200,200
48,200,200
40,300,200
23,250,200
26,250,200
22,200,200
20,250,200
50,200,200
32,300,200
21,400,200
22,650,200
48,300,200
45,250,200
26,250,200
47,300,200
24,350,200
27,350,200
30,600,200
44,200,200
49,250,200
31,200,200
25,600,200
32,250,200
35,200,200
34,500,200
29,350,200
24,250,200
44,350,200
34,200,200
27,300,200
21,300,200
37,550,200
41,250,200
29,300,200
25,250,200
31,200,200
25,250,200
25,200,200
24,250,200
22,450,200
31,250,200
45,250,200
20,250,200
31,350,200
34,200,200
26,350,200
55,350,200
39,300,200
42,200,200
29,250,200
39,250,200
25,700,200
39,300,200
31,200,200
40,350,200
40,350,200
27,300,200
47,2000,200
51,300,200
32,350,200
28,300,200
34,300,200
29,300,200
28,350,200
45,250,200
44,200,200
38,450,200
39,200,200
50,250,200
46,400,200
21,300,200
33,250,200
38,350,200
40,300,200
48,250,200
36,500,200
35,300,200
42,200,200
47,250,200
24,200,200
25,650,200
38,200,200
39,200,200
46,450,200
28,200,200
31,350,200
33,200,200
31,300,200
21,250,200
25,250,200
60,350,200
46,300,200
28,300,200
45,350,200
32,300,200
26,350,200
31,300,200
42,300,200
44,200,200
31,300,200
30,300,200
35,200,200
35,250,200
25,250,200
32,350,200
43,200,200
39,250,200
33,300,200
42,200,200
37,250,200
48,250,200
24,200,200
28,250,200
47,200,200
47,300,200
42,400,200
37,250,200
49,300,200
47,200,200
45,600,200
34,250,200
45,300,200
28,250,200
47,300,200
28,300,200
42,250,200
24,350,200
28,400,200
23,650,200
50,200,200
28,450,200
39,350,200
27,250,200
47,300,200
41,250,200
63,200,200
24,250,200
43,500,200
26,300,200
35,200,200
31,300,200
27,400,200
37,550,200
34,250,200
46,200,200
43,400,200
43,200,200
41,200,200
43,250,200
38,250,200
37,400,200
41,200,200
44,200,200
31,300,200
24,300,200
23,350,200
38,300,200
41,650,200
24,250,200
35,200,200
44,300,200
36,200,200
21,200,200
21,200,200
31,250,200
24,300,200
24,300,200
31,400,200
32,200,200
26,300,200
24,200,200
27,300,200
21,300,200
37,250,200
50,350,200
29,250,200
21,500,200
32,300,200
48,2000,200
23,200,200
24,250,200
44,400,200
38,200,200
32,200,200
33,350,200
29,200,200
35,450,200
23,250,200
26,300,200
24,300,200
45,200,200
29,400,200
43,200,200
28,200,200
28,300,200
24,550,200
45,200,200
29,500,200
27,300,200
25,300,200
45,250,200
27,650,200
26,300,200
32,500,200
41,250,200
47,250,200
25,200,200
44,300,200
40,200,200
30,200,200
36,350,200
38,250,200
45,200,200
27,200,200
35,200,200
46,200,200
22,250,200
31,300,200
38,300,200
20,200,200
37,350,200
36,300,200
40,250,200
25,300,200
38,550,200
48,200,200
45,200,200
27,300,200
36,350,200
33,250,200
26,200,200
34,650,200
36,250,200
50,400,200
23,300,200
42,300,200
25,200,200
24,200,200
24,650,200
58,250,200
39,250,200
25,250,200
38,250,200
23,300,200
46,200,200
27,350,200
24,200,200
42,250,200
35,300,200
25,250,200
30,200,200
34,550,200
22,300,200
29,300,200
39,200,200
42,200,200
33,450,200
24,300,200
31,300,200
45,200,200
41,250,200
23,300,200
27,250,200
30,200,200
43,200,200
28,350,200
21,350,200
40,300,200
47,450,200
30,300,200
32,350,200
39,350,200
43,450,200
41,250,200
49,450,200
44,200,200
27,300,200
39,350,200
45,300,200
21,650,200
47,450,200
45,350,200
44,250,200
25,250,200
37,250,200
45,200,200
26,350,200
45,300,200
19,200,200
43,250,200
21,300,200
30,300,200
41,300,200
48,250,200
44,300,200
47,250,200
21,250,200
34,350,200
24,200,200
32,400,200
42,300,200
45,400,200
39,200,200
35,500,200
26,250,200
33,300,200
30,200,200
36,250,200
38,250,200
37,250,200
27,650,200
34,350,200
38,400,200
36,300,200
27,250,200
39,250,200
35,650,200
47,300,200
33,400,200
31,300,200
37,350,200
39,200,200
21,350,200
33,250,200
27,300,200
42,300,200
37,200,200
37,200,200
34,350,200
43,350,200
35,200,200
40,200,200
26,350,200
25,250,200
39,300,200
56,400,200
44,200,200
33,400,200
26,300,200
22,250,200
41,200,200
22,300,200
27,400,200
21,200,200
24,250,200
37,650,200
48,500,200
33,300,200
25,400,200
26,300,200
46,200,200
33,200,200
35,350,200
24,250,200
25,250,200
48,200,200
27,300,200
51,200,200
32,200,200
39,200,200
22,300,200
43,350,200
47,250,200
39,200,200
31,250,200
30,500,200
27,400,200
47,300,200
30,300,200
45,200,200
40,200,200
45,250,200
27,300,200
43,200,200
38,300,200
49,400,200
49,400,200
32,300,200
41,250,200
48,200,200
27,300,200
23,650,200
24,650,200
27,350,200
26,350,200
52,350,200
41,200,200
41,200,200
44,300,200
31,200,200
23,450,200
44,450,200
28,200,200
35,250,200
45,300,200
47,200,200
25,300,200
41,250,200
26,450,200
22,200,200
33,350,200
34,400,200
47,300,200
45,250,200
21,350,200
47,200,200
36,450,200
49,350,200
18,200,200
42,350,200
46,350,200
35,200,200
26,200,200
26,250,200
25,200,200
38,200,200
24,300,200
22,350,200
45,200,200
29,250,200
27,400,200
24,300,200
41,250,200
27,450,200
39,250,200
25,300,200
37,300,200
50,650,200
23,300,200
37,200,200
45,350,200
40,400,200
21,650,200
45,300,200
25,300,200
23,250,200
44,200,200
33,300,200
28,300,200
29,350,200
29,400,200
43,350,200
47,250,200
32,250,200
35,300,200
30,350,200
46,250,200
21,650,200
48,200,200
30,350,200
33,250,200
45,200,200
43,300,200
47,400,200
28,650,200
34,350,200
26,300,200
43,200,200
39,400,200
38,200,200
46,300,200
26,650,200
24,400,200
27,250,200
34,300,200
33,350,200
40,300,200
30,350,200
45,400,200
39,350,200
30,200,200
40,250,200
26,300,200
43,400,200
24,300,200
36,250,200
48,250,200
34,400,200
23,250,200
27,200,200
22,250,200
49,200,200
27,200,200
25,650,200
25,200,200
30,350,200
37,200,200
28,250,200
29,300,200
46,200,200
25,250,200
39,300,200
21,200,200
46,250,200
49,200,200
49,250,200
35,250,200
44,200,200
40,250,200
23,250,200
24,250,200
28,200,200
23,200,200
42,250,200
38,250,200
42,200,200
28,350,200
26,200,200
25,400,200
20,250,200
26,400,200
25,350,200
39,350,200
50,200,200
50,400,200
30,250,200
22,200,200
37,400,200
45,200,200
27,300,200
37,300,200
47,250,200
30,250,200
25,800,200
23,300,200
21,350,200
23,250,200
24,300,200
50,200,200
20,250,200
25,250,200
45,200,200
49,950,200
32,300,200
26,350,200
34,350,200
36,550,200
31,350,200
25,250,200
41,400,200
31,200,200
30,550,200
45,500,200
44,450,200
50,200,200
22,300,200
47,400,200
33,350,200
26,350,200
28,300,200
25,350,200
28,350,200
27,350,200
25,200,200
40,900,200
49,200,200
23,250,200
27,400,200
29,200,200
25,300,200
50,250,200
40,250,200
45,950,200
24,300,200
43,300,200
33,200,200
49,250,200
42,200,200
24,300,200
28,350,200
42,300,200
22,400,200
35,950,200
27,300,200
42,300,200
33,200,200
24,350,200
27,250,200
24,250,200
38,300,200
42,200,200
30,350,200
48,300,200
30,600,200
45,250,200
30,250,200
39,250,200
35,650,200
22,350,200
43,300,200
42,250,200
37,250,200
45,300,200
47,250,200
35,350,200
48,350,200
28,300,200
22,300,200
27,350,200
27,250,200
41,450,200
40,200,200
27,300,200
46,350,200
47,400,200
50,450,200
21,350,200
25,500,200
48,400,200
45,400,200
31,200,200
22,650,200
24,200,200
25,300,200
40,400,200
43,350,200
46,350,200
22,200,200
23,650,200
23,250,200
41,200,200
49,250,200
38,300,200
49,350,200
26,400,200
23,250,200
22,200,200
39,300,200
35,200,200
31,300,200
44,250,200
24,300,200
29,300,200
41,200,200
35,350,200
45,200,200
29,200,200
21,250,200
31,200,200
49,200,200
46,500,200
26,350,200
30,250,200
25,300,200
42,350,200
36,200,200
31,200,200
46,200,200
26,200,200
43,300,200
30,250,200
39,300,200
26,350,200
42,250,200
37,400,200
26,350,200
32,300,200
26,300,200
24,250,200
40,350,200
21,400,200
23,250,200
29,450,200
36,200,200
47,350,200
27,650,200
39,200,200
22,350,200
34,350,200
25,200,200
27,300,200
40,200,200
46,250,200
39,250,200
35,250,200
41,650,200
46,200,200
34,300,200
41,350,200
28,200,200
45,400,200
53,450,200
29,350,200
43,300,200
26,300,200
38,300,200
24,300,200
23,200,200
20,300,200
43,250,200
47,200,200
27,250,200
25,250,200
28,350,200
34,400,200
38,800,200
40,200,200
25,300,200
27,200,200
33,300,200
40,200,200
21,250,200
25,250,200
21,200,200
54,350,200
48,200,200
31,350,200
45,350,200
29,400,200
49,400,200
63,250,200
25,300,200
33,250,200
38,350,200
32,400,200
29,250,200
42,550,200
46,400,200
50,300,200
40,250,200
23,300,200
32,250,200
23,350,200
45,350,200
26,350,200
20,650,200
54,350,200
20,350,200
26,300,200
39,500,200
38,250,200
49,200,200
23,300,200
45,300,200
48,300,200
48,350,200
37,300,200
33,300,200
27,200,200
33,300,200
23,350,200
40,400,200
25,250,200
46,300,200
25,450,200
27,250,200
33,400,200
41,250,200
49,200,200
34,250,200
26,200,200
25,300,200
43,350,200
40,400,200
64,200,200
28,200,200
36,250,200
22,200,200
40,250,200
21,250,200
20,400,200
26,250,200
42,200,200
37,200,200
21,650,200
40,400,200
27,550,200
32,200,200
30,900,200
26,250,200
39,250,200
21,200,200
21,300,200
31,200,200
33,250,200
28,300,200
25,200,200
31,200,200
40,300,200
42,250,200
62,350,200
23,250,200
26,200,200
57,550,200
30,200,200
27,250,200
46,200,200
25,300,200
48,250,200
36,450,200
40,200,200
35,200,200
26,400,200
42,300,200
26,350,200
31,200,200
43,300,200
64,200,200
46,250,200
21,250,200
38,200,200
25,200,200
27,400,200
47,250,200
26,350,200
23,200,200
34,250,200
34,200,200
45,250,200
30,650,200
34,200,200
39,200,200
49,250,200
44,250,200
41,250,200
25,250,200
45,250,200
28,300,200
37,350,200
32,300,200
20,200,200
33,350,200
24,350,200
25,200,200
38,200,200
20,300,200
42,400,200
28,250,200
28,300,200
27,350,200
27,500,200
29,350,200
44,200,200
32,200,200
29,350,200
32,250,200
45,250,200
43,250,200
26,250,200
40,250,200
23,300,200
41,200,200
31,250,200
38,200,200
48,200,200
40,200,200
25,200,200
39,450,200
24,300,200
27,250,200
31,250,200
24,350,200
29,250,200
43,200,200
44,200,200
49,350,200
48,200,200
47,300,200
40,200,200
45,200,200
48,200,200
37,350,200
39,200,200
27,300,200
31,350,200
34,250,200
26,350,200
47,200,200
33,350,200
49,200,200
27,550,200
23,200,200
34,250,200
30,350,200
49,450,200
42,300,200
48,200,200
31,250,200
24,350,200
25,350,200
35,650,200
22,650,200
42,200,200
35,200,200
23,250,200
46,650,200
44,200,200
44,200,200
44,200,200
43,200,200
30,300,200
37,250,200
22,400,200
38,350,200
30,350,200
38,200,200
37,350,200
43,200,200
41,450,200
41,300,200
45,500,200
43,300,200
31,250,200
25,300,200
36,650,200
37,200,200
22,200,200
27,200,200
42,400,200
25,300,200
42,400,200
50,300,200
21,300,200
40,250,200
31,200,200
33,250,200
35,200,200
43,250,200
37,350,200
42,200,200
47,350,200
21,650,200
29,200,200
51,350,200
26,300,200
42,200,200
31,200,200
42,200,200
23,400,200
27,350,200
23,300,200
24,250,200
35,650,200
27,300,200
56,750,200
23,650,200
46,300,200
43,200,200
22,250,200
31,250,200
23,200,200
26,450,200
45,250,200
30,300,200
24,500,200
28,350,200
24,250,200
33,350,200
35,400,200
44,350,200
49,300,200
23,400,200
41,250,200
27,250,200
29,250,200
31,250,200
42,200,200
30,200,200
27,300,200
50,200,200
20,300,200
24,250,200
43,200,200
39,400,200
26,650,200
27,250,200
45,350,200
48,400,200
22,250,200
46,300,200
38,400,200
34,250,200
43,200,200
41,200,200
41,250,200
25,300,200
35,350,200
28,300,200
31,200,200
26,250,200
22,250,200
32,200,200
37,350,200
21,300,200
45,400,200
29,300,200
29,200,200
36,400,200
33,250,200
37,200,200
33,250,200
30,300,200
21,250,200
40,200,200
30,300,200
40,300,200
23,250,200
37,300,200
26,200,200
25,250,200
30,250,200
27,400,200
21,300,200
29,250,200
23,600,200
28,200,200
41,350,200
31,350,200
40,400,200
23,500,200
55,300,200
26,300,200
35,350,200
41,300,200
22,250,200
30,300,200
50,550,200
27,350,200
32,400,200
23,300,200
37,200,200
30,350,200
26,450,200
24,250,200
30,250,200
29,400,200
25,300,200
22,650,200
30,200,200
23,300,200
20,650,200
35,200,200
27,300,200
27,300,200
25,250,200
46,250,200
48,200,200
28,250,200
40,250,200
32,200,200
26,650,200
30,250,200
46,400,200
48,200,200
37,400,200
27,350,200
34,300,200
31,200,200
47,450,200
30,250,200
42,200,200
24,250,200
44,300,200
43,350,200
33,400,200
45,200,200
29,300,200
39,400,200
44,200,200
64,200,200
22,250,200
38,250,200
37,350,200
35,200,200
24,300,200
46,200,200
41,300,200
44,400,200
44,200,200
43,400,200
38,250,200
44,200,200
47,300,200
33,300,200
43,200,200
30,200,200
41,350,200
24,250,200
43,250,200
26,350,200
43,400,200
49,250,200
22,200,200
33,250,200
25,250,200
37,250,200
26,250,200
27,300,200
32,200,200
30,250,200
26,200,200
46,200,200
32,250,200
29,300,200
32,200,200
20,300,200
40,250,200
21,650,200
24,250,200
23,250,200
22,200,200
37,250,200
23,250,200
44,200,200
39,200,200
27,350,200
41,200,200
28,250,200
29,350,200
54,550,200
42,300,200
27,350,200
52,400,200
49,200,200
44,300,200
47,250,200
44,200,200
36,300,200
31,200,200
39,200,200
24,250,200
30,200,200
31,300,200
31,350,200
28,350,200
26,300,200
36,300,200
44,200,200
39,200,200
20,200,200
46,200,200
30,300,200
41,250,200
23,250,200
42,200,200
26,400,200
27,250,200
25,300,200
60,400,200
32,250,200
30,250,200
44,350,200
44,250,200
33,200,200
20,250,200
65,350,200
20,200,200
31,450,200
43,200,200
24,250,200
30,300,200
47,200,200
21,250,200
26,250,200
44,350,200
44,500,200
23,250,200
34,250,200
36,400,200
41,450,200
39,650,200
37,300,200
25,350,200
45,250,200
23,250,200
24,200,200
42,250,200
44,250,200
26,300,200
